nohup: ignoring input
1
      From worker 2:	Running on 1 Julia thread(s) [BLAS threads: 1]
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 325/5000 took 57.9s | ETA 04:06:01 | ∑L 0.027386453 | Lₜᵣ 0.027225967 | Lᵣ 0.00016048459 | Dₛₜₛₚ (GMM) 2.083 | Dₕ 0.403 | PE(20) 1.2421504 | α 0.723 | cond(B) 4.855 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 330/5000 took 58.43s | ETA 04:07:37 | ∑L 0.02688927 | Lₜᵣ 0.026727775 | Lᵣ 0.00016149435 | Dₛₜₛₚ (GMM) 1.676 | Dₕ 0.4 | PE(20) 1.2400893 | α 0.725 | cond(B) 4.872 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 335/5000 took 58.67s | ETA 04:05:32 | ∑L 0.027367914 | Lₜᵣ 0.027205605 | Lᵣ 0.00016230816 | Dₛₜₛₚ (GMM) 1.817 | Dₕ 0.394 | PE(20) 1.2199548 | α 0.726 | cond(B) 4.932 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 340/5000 took 57.82s | ETA 03:45:35 | ∑L 0.027002152 | Lₜᵣ 0.02683909 | Lᵣ 0.0001630621 | Dₛₜₛₚ (GMM) 2.381 | Dₕ 0.393 | PE(20) 1.2243341 | α 0.728 | cond(B) 4.992 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 345/5000 took 58.93s | ETA 03:57:09 | ∑L 0.02513041 | Lₜᵣ 0.024966683 | Lᵣ 0.000163726 | Dₛₜₛₚ (GMM) 1.641 | Dₕ 0.408 | PE(20) 1.2154281 | α 0.729 | cond(B) 5.047 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 350/5000 took 58.67s | ETA 03:48:11 | ∑L 0.026512504 | Lₜᵣ 0.026347924 | Lᵣ 0.00016458007 | Dₛₜₛₚ (GMM) 2.203 | Dₕ 0.421 | PE(20) 1.249603 | α 0.731 | cond(B) 5.107 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 355/5000 took 58.67s | ETA 03:41:14 | ∑L 0.027784431 | Lₜᵣ 0.027618274 | Lᵣ 0.00016615744 | Dₛₜₛₚ (GMM) 2.092 | Dₕ 0.411 | PE(20) 1.220142 | α 0.731 | cond(B) 6.018 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 360/5000 took 58.72s | ETA 03:36:41 | ∑L 0.026244938 | Lₜᵣ 0.026078492 | Lᵣ 0.00016644654 | Dₛₜₛₚ (GMM) 2.373 | Dₕ 0.404 | PE(20) 1.2419518 | α 0.734 | cond(B) 5.469 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 365/5000 took 58.71s | ETA 03:31:35 | ∑L 0.028066438 | Lₜᵣ 0.02789919 | Lᵣ 0.0001672463 | Dₛₜₛₚ (GMM) 1.873 | Dₕ 0.402 | PE(20) 1.2385111 | α 0.734 | cond(B) 5.391 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 370/5000 took 57.83s | ETA 03:11:16 | ∑L 0.026948784 | Lₜᵣ 0.026780698 | Lᵣ 0.00016808475 | Dₛₜₛₚ (GMM) 2.375 | Dₕ 0.425 | PE(20) 1.2499903 | α 0.736 | cond(B) 5.395 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 375/5000 took 58.65s | ETA 03:18:52 | ∑L 0.025899975 | Lₜᵣ 0.025731081 | Lᵣ 0.00016889424 | Dₛₜₛₚ (GMM) 2.36 | Dₕ 0.411 | PE(20) 1.2255431 | α 0.737 | cond(B) 5.437 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 380/5000 took 58.86s | ETA 03:16:49 | ∑L 0.025887791 | Lₜᵣ 0.025718175 | Lᵣ 0.00016961584 | Dₛₜₛₚ (GMM) 1.448 | Dₕ 0.395 | PE(20) 1.2241856 | α 0.739 | cond(B) 5.481 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 385/5000 took 58.44s | ETA 03:04:06 | ∑L 0.027179882 | Lₜᵣ 0.027009508 | Lᵣ 0.00017037355 | Dₛₜₛₚ (GMM) 2.081 | Dₕ 0.414 | PE(20) 1.2197945 | α 0.74 | cond(B) 5.537 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 390/5000 took 58.85s | ETA 03:05:42 | ∑L 0.028463542 | Lₜᵣ 0.028290944 | Lᵣ 0.00017259894 | Dₛₜₛₚ (GMM) 2.203 | Dₕ 0.397 | PE(20) 1.3077054 | α 0.741 | cond(B) 6.829 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 395/5000 took 58.75s | ETA 03:00:00 | ∑L 0.027651621 | Lₜᵣ 0.027478576 | Lᵣ 0.00017304519 | Dₛₜₛₚ (GMM) 1.584 | Dₕ 0.401 | PE(20) 1.2110826 | α 0.742 | cond(B) 6.759 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 400/5000 took 58.33s | ETA 02:47:29 | ∑L 0.026570214 | Lₜᵣ 0.026397113 | Lᵣ 0.00017310109 | Dₛₜₛₚ (GMM) 2.279 | Dₕ 0.421 | PE(20) 1.2510124 | α 0.743 | cond(B) 6.148 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 405/5000 took 58.66s | ETA 02:47:54 | ∑L 0.027558073 | Lₜᵣ 0.027384322 | Lᵣ 0.00017375204 | Dₛₜₛₚ (GMM) 1.617 | Dₕ 0.385 | PE(20) 1.2243117 | α 0.745 | cond(B) 5.999 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 410/5000 took 58.41s | ETA 02:39:24 | ∑L 0.026499009 | Lₜᵣ 0.026324395 | Lᵣ 0.0001746145 | Dₛₜₛₚ (GMM) 1.584 | Dₕ 0.416 | PE(20) 1.2275681 | α 0.746 | cond(B) 5.958 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 415/5000 took 58.59s | ETA 02:35:40 | ∑L 0.02926166 | Lₜᵣ 0.029086215 | Lᵣ 0.00017544407 | Dₛₜₛₚ (GMM) 2.144 | Dₕ 0.393 | PE(20) 1.2421242 | α 0.748 | cond(B) 5.961 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 420/5000 took 58.74s | ETA 02:33:44 | ∑L 0.026135905 | Lₜᵣ 0.025959712 | Lᵣ 0.00017619357 | Dₛₜₛₚ (GMM) 1.843 | Dₕ 0.402 | PE(20) 1.23914 | α 0.748 | cond(B) 6.001 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 425/5000 took 58.29s | ETA 02:22:00 | ∑L 0.027713029 | Lₜᵣ 0.027536057 | Lᵣ 0.00017697221 | Dₛₜₛₚ (GMM) 1.585 | Dₕ 0.407 | PE(20) 1.2211416 | α 0.75 | cond(B) 6.046 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 430/5000 took 58.92s | ETA 02:25:17 | ∑L 0.026793256 | Lₜᵣ 0.02661543 | Lᵣ 0.00017782718 | Dₛₜₛₚ (GMM) 2.166 | Dₕ 0.412 | PE(20) 1.2371933 | α 0.752 | cond(B) 6.089 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 435/5000 took 58.42s | ETA 02:13:57 | ∑L 0.026397457 | Lₜᵣ 0.026218843 | Lᵣ 0.00017861406 | Dₛₜₛₚ (GMM) 2.222 | Dₕ 0.413 | PE(20) 1.2417145 | α 0.753 | cond(B) 6.137 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 440/5000 took 58.19s | ETA 02:05:16 | ∑L 0.028147008 | Lₜᵣ 0.027965803 | Lᵣ 0.00018120624 | Dₛₜₛₚ (GMM) 2.523 | Dₕ 0.399 | PE(20) 1.3054265 | α 0.753 | cond(B) 7.647 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 445/5000 took 58.54s | ETA 02:04:14 | ∑L 0.026818648 | Lₜᵣ 0.026637623 | Lᵣ 0.00018102501 | Dₛₜₛₚ (GMM) 1.965 | Dₕ 0.398 | PE(20) 1.2342546 | α 0.754 | cond(B) 7.173 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 450/5000 took 58.92s | ETA 02:05:58 | ∑L 0.025984509 | Lₜᵣ 0.025803236 | Lᵣ 0.00018127286 | Dₛₜₛₚ (GMM) 1.785 | Dₕ 0.393 | PE(20) 1.1976801 | α 0.755 | cond(B) 6.713 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 455/5000 took 58.62s | ETA 01:56:16 | ∑L 0.027745832 | Lₜᵣ 0.027563928 | Lᵣ 0.00018190317 | Dₛₜₛₚ (GMM) 1.947 | Dₕ 0.404 | PE(20) 1.2228189 | α 0.757 | cond(B) 6.58 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 460/5000 took 58.76s | ETA 01:52:43 | ∑L 0.024754895 | Lₜᵣ 0.024572248 | Lᵣ 0.00018264749 | Dₛₜₛₚ (GMM) 1.711 | Dₕ 0.408 | PE(20) 1.2379268 | α 0.758 | cond(B) 6.546 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 465/5000 took 58.79s | ETA 01:49:49 | ∑L 0.029470097 | Lₜᵣ 0.029286634 | Lᵣ 0.00018346253 | Dₛₜₛₚ (GMM) 1.645 | Dₕ 0.4 | PE(20) 1.2248632 | α 0.759 | cond(B) 6.573 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 470/5000 took 58.37s | ETA 01:38:40 | ∑L 0.025851723 | Lₜᵣ 0.025667535 | Lᵣ 0.00018418694 | Dₛₜₛₚ (GMM) 2.234 | Dₕ 0.421 | PE(20) 1.2184159 | α 0.76 | cond(B) 6.613 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 475/5000 took 58.63s | ETA 01:36:43 | ∑L 0.026957368 | Lₜᵣ 0.026772337 | Lᵣ 0.0001850322 | Dₛₜₛₚ (GMM) 1.921 | Dₕ 0.41 | PE(20) 1.2310534 | α 0.761 | cond(B) 6.64 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 480/5000 took 58.96s | ETA 01:37:56 | ∑L 0.026965527 | Lₜᵣ 0.026779719 | Lᵣ 0.00018580728 | Dₛₜₛₚ (GMM) 1.959 | Dₕ 0.408 | PE(20) 1.2264848 | α 0.763 | cond(B) 6.698 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 485/5000 took 58.25s | ETA 01:21:58 | ∑L 0.028319536 | Lₜᵣ 0.028131742 | Lᵣ 0.00018779283 | Dₛₜₛₚ (GMM) 2.152 | Dₕ 0.384 | PE(20) 1.2713851 | α 0.763 | cond(B) 7.742 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 490/5000 took 58.89s | ETA 01:25:50 | ∑L 0.02564165 | Lₜᵣ 0.02545359 | Lᵣ 0.00018805974 | Dₛₜₛₚ (GMM) 1.771 | Dₕ 0.386 | PE(20) 1.1898007 | α 0.764 | cond(B) 7.618 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 495/5000 took 58.65s | ETA 01:18:48 | ∑L 0.02739693 | Lₜᵣ 0.027208786 | Lᵣ 0.00018814302 | Dₛₜₛₚ (GMM) 1.457 | Dₕ 0.397 | PE(20) 1.2145143 | α 0.765 | cond(B) 7.118 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 500/5000 took 58.5s | ETA 01:12:15 | ∑L 0.02674806 | Lₜᵣ 0.026559222 | Lᵣ 0.00018883696 | Dₛₜₛₚ (GMM) 1.72 | Dₕ 0.407 | PE(20) 1.2023938 | α 0.767 | cond(B) 6.98 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 505/5000 took 58.8s | ETA 01:11:14 | ∑L 0.025811445 | Lₜᵣ 0.025621848 | Lᵣ 0.00018959772 | Dₛₜₛₚ (GMM) 1.928 | Dₕ 0.408 | PE(20) 1.2207365 | α 0.767 | cond(B) 6.96 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 510/5000 took 58.71s | ETA 01:05:58 | ∑L 0.027953666 | Lₜᵣ 0.027763242 | Lᵣ 0.00019042344 | Dₛₜₛₚ (GMM) 2.18 | Dₕ 0.414 | PE(20) 1.223942 | α 0.768 | cond(B) 6.96 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 515/5000 took 58.49s | ETA 00:57:20 | ∑L 0.027392866 | Lₜᵣ 0.027201694 | Lᵣ 0.00019117328 | Dₛₜₛₚ (GMM) 1.69 | Dₕ 0.408 | PE(20) 1.2130113 | α 0.769 | cond(B) 6.989 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 520/5000 took 58.72s | ETA 00:54:34 | ∑L 0.024929103 | Lₜᵣ 0.02473715 | Lᵣ 0.00019195248 | Dₛₜₛₚ (GMM) 1.817 | Dₕ 0.391 | PE(20) 1.2130471 | α 0.771 | cond(B) 7.029 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 525/5000 took 58.88s | ETA 00:53:15 | ∑L 0.028645765 | Lₜᵣ 0.028450888 | Lᵣ 0.00019487675 | Dₛₜₛₚ (GMM) 1.656 | Dₕ 0.42 | PE(20) 1.3038983 | α 0.771 | cond(B) 8.634 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 530/5000 took 58.25s | ETA 00:39:23 | ∑L 0.02561181 | Lₜᵣ 0.025417792 | Lᵣ 0.00019401885 | Dₛₜₛₚ (GMM) 1.452 | Dₕ 0.366 | PE(20) 1.2055784 | α 0.771 | cond(B) 7.759 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 535/5000 took 58.77s | ETA 00:41:30 | ∑L 0.027152125 | Lₜᵣ 0.026957849 | Lᵣ 0.00019427625 | Dₛₜₛₚ (GMM) 1.461 | Dₕ 0.363 | PE(20) 1.2115768 | α 0.772 | cond(B) 7.374 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 540/5000 took 58.78s | ETA 00:38:07 | ∑L 0.026135469 | Lₜᵣ 0.025940545 | Lᵣ 0.0001949241 | Dₛₜₛₚ (GMM) 1.886 | Dₕ 0.4 | PE(20) 1.2364385 | α 0.774 | cond(B) 7.278 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 545/5000 took 58.63s | ETA 00:31:19 | ∑L 0.027661752 | Lₜᵣ 0.027466014 | Lᵣ 0.00019573783 | Dₛₜₛₚ (GMM) 1.596 | Dₕ 0.397 | PE(20) 1.212092 | α 0.775 | cond(B) 7.26 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 550/5000 took 58.74s | ETA 00:26:58 | ∑L 0.02465087 | Lₜᵣ 0.024454376 | Lᵣ 0.00019649327 | Dₛₜₛₚ (GMM) 2.203 | Dₕ 0.399 | PE(20) 1.2267865 | α 0.776 | cond(B) 7.275 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 555/5000 took 58.7s | ETA 00:22:18 | ∑L 0.027003054 | Lₜᵣ 0.02680591 | Lᵣ 0.00019714342 | Dₛₜₛₚ (GMM) 1.826 | Dₕ 0.4 | PE(20) 1.2128507 | α 0.776 | cond(B) 7.305 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 560/5000 took 57.9s | ETA 00:05:14 | ∑L 0.026786922 | Lₜᵣ 0.026586536 | Lᵣ 0.00020038469 | Dₛₜₛₚ (GMM) 1.793 | Dₕ 0.407 | PE(20) 1.2236854 | α 0.777 | cond(B) 9.185 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 565/5000 took 58.5s | ETA 00:07:18 | ∑L 0.026666844 | Lₜᵣ 0.026467774 | Lᵣ 0.0001990704 | Dₛₜₛₚ (GMM) 1.601 | Dₕ 0.392 | PE(20) 1.20043 | α 0.778 | cond(B) 7.885 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 570/5000 took 58.68s | ETA 00:05:17 | ∑L 0.026491022 | Lₜᵣ 0.026291635 | Lᵣ 0.00019938638 | Dₛₜₛₚ (GMM) 1.795 | Dₕ 0.401 | PE(20) 1.2150202 | α 0.779 | cond(B) 7.59 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 575/5000 took 57.8s | ETA 23:47:00 | ∑L 0.026770622 | Lₜᵣ 0.026570624 | Lᵣ 0.00019999784 | Dₛₜₛₚ (GMM) 2.049 | Dₕ 0.42 | PE(20) 1.2082508 | α 0.78 | cond(B) 7.538 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 580/5000 took 58.74s | ETA 23:54:42 | ∑L 0.025792731 | Lₜᵣ 0.025592094 | Lᵣ 0.00020063636 | Dₛₜₛₚ (GMM) 1.779 | Dₕ 0.395 | PE(20) 1.2036248 | α 0.78 | cond(B) 7.539 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 585/5000 took 58.67s | ETA 23:49:42 | ∑L 0.026657673 | Lₜᵣ 0.026455715 | Lᵣ 0.00020195794 | Dₛₜₛₚ (GMM) 2.05 | Dₕ 0.404 | PE(20) 1.209315 | α 0.78 | cond(B) 8.114 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 590/5000 took 58.0s | ETA 23:34:40 | ∑L 0.02594033 | Lₜᵣ 0.025737848 | Lᵣ 0.0002024834 | Dₛₜₛₚ (GMM) 1.674 | Dₕ 0.423 | PE(20) 1.2210411 | α 0.781 | cond(B) 8.144 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 595/5000 took 58.67s | ETA 23:38:50 | ∑L 0.026315236 | Lₜᵣ 0.026112378 | Lᵣ 0.0002028588 | Dₛₜₛₚ (GMM) 1.274 | Dₕ 0.391 | PE(20) 1.2191166 | α 0.782 | cond(B) 7.897 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 600/5000 took 58.87s | ETA 23:37:55 | ∑L 0.027279032 | Lₜᵣ 0.027075715 | Lᵣ 0.00020331674 | Dₛₜₛₚ (GMM) 1.221 | Dₕ 0.373 | PE(20) 1.2017599 | α 0.783 | cond(B) 7.747 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 605/5000 took 57.84s | ETA 23:18:21 | ∑L 0.0283612 | Lₜᵣ 0.028157055 | Lᵣ 0.00020414432 | Dₛₜₛₚ (GMM) 1.486 | Dₕ 0.402 | PE(20) 1.2223603 | α 0.783 | cond(B) 7.865 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 610/5000 took 58.7s | ETA 23:25:37 | ∑L 0.025961464 | Lₜᵣ 0.025756054 | Lᵣ 0.0002054102 | Dₛₜₛₚ (GMM) 1.748 | Dₕ 0.393 | PE(20) 1.2104813 | α 0.784 | cond(B) 8.43 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 615/5000 took 58.53s | ETA 23:19:48 | ∑L 0.026252918 | Lₜᵣ 0.026047513 | Lᵣ 0.00020540578 | Dₛₜₛₚ (GMM) 1.475 | Dₕ 0.401 | PE(20) 1.201027 | α 0.785 | cond(B) 8.046 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 620/5000 took 58.04s | ETA 23:07:23 | ∑L 0.026234621 | Lₜᵣ 0.026028804 | Lᵣ 0.00020581757 | Dₛₜₛₚ (GMM) 1.406 | Dₕ 0.385 | PE(20) 1.1884104 | α 0.786 | cond(B) 7.96 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 625/5000 took 58.61s | ETA 23:10:08 | ∑L 0.02800924 | Lₜᵣ 0.027802717 | Lᵣ 0.00020652333 | Dₛₜₛₚ (GMM) 1.47 | Dₕ 0.399 | PE(20) 1.214206 | α 0.786 | cond(B) 8.066 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 630/5000 took 58.79s | ETA 23:09:19 | ∑L 0.026314942 | Lₜᵣ 0.026107978 | Lᵣ 0.00020696345 | Dₛₜₛₚ (GMM) 2.068 | Dₕ 0.414 | PE(20) 1.2375717 | α 0.786 | cond(B) 8.093 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 635/5000 took 58.36s | ETA 22:58:27 | ∑L 0.027310373 | Lₜᵣ 0.027102642 | Lᵣ 0.0002077317 | Dₛₜₛₚ (GMM) 1.466 | Dₕ 0.395 | PE(20) 1.1900834 | α 0.787 | cond(B) 8.267 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 640/5000 took 58.64s | ETA 22:57:43 | ∑L 0.027389891 | Lₜᵣ 0.027181257 | Lᵣ 0.00020863491 | Dₛₜₛₚ (GMM) 1.637 | Dₕ 0.38 | PE(20) 1.200318 | α 0.788 | cond(B) 8.519 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 645/5000 took 58.73s | ETA 22:55:48 | ∑L 0.026107749 | Lₜᵣ 0.025898846 | Lᵣ 0.00020890278 | Dₛₜₛₚ (GMM) 1.542 | Dₕ 0.388 | PE(20) 1.2308145 | α 0.789 | cond(B) 8.327 
